Vendor ID,Property ID,Property Name
9,4906,(Siemens) Enable operation: room humidity setpoint
9,4907,(Siemens) Enable operation: fan speed setpoint
9,4908,"(Siemens) Room unit, room temp. setpoint display"
9,4909,(Siemens) Enable operation: room temperature setpoint
9,4910,"(Siemens) Room unit, display heating/cooling status"
9,4911,"(Siemens) Room unit, air quality display"
9,4912,"(Siemens) Room unit, display air quality"
9,4913,"(Siemens) Room unit, display windows status"
9,4914,"(Siemens) Room unit, display humidity"
9,4915,"(Siemens) Room unit, display temperature"
9,4916,(Siemens) Swap button pair 2 (CD)
9,4917,(Siemens) Swap button pair 1 (AB)
9,4918,"(Siemens) Blinds position 4,(Siemens)  open"
9,4919,"(Siemens) Blinds position 3,(Siemens)  sun altitude high"
9,4920,"(Siemens) Blinds position 2,(Siemens)  sun altitude low"
9,4921,"(Siemens) Blinds position 1,(Siemens)  visual protection"
9,4922,"(Siemens) Blinds position 0,(Siemens)  closed"
9,4923,(Siemens) Calibration status
9,4924,(Siemens) Calibration command
9,4925,(Siemens) Group master context
9,4926,(Siemens) Group members context
9,4927,(Siemens) Context reference
9,4928,(Siemens) Data collection link
9,4929,(Siemens) Commanded objects list
9,4930,(Siemens) Object usage
9,4931,(Siemens) Number of slat steps
9,4932,(Siemens) Slat rotation maximum time
9,4933,(Siemens) Move completion time
9,4934,(Siemens) Move down time
9,4935,(Siemens) Move up time
9,4936,(Siemens) End position detection
9,4937,(Siemens) Acknowledgement credentials
9,4938,(Siemens) Prewarning level
9,4939,(Siemens) Prewarning active
9,4940,(Siemens) Access object list
9,4941,(Siemens) Object access level
9,4942,(Siemens) Configuration extension version
9,4943,(Siemens) Configuration extension
9,4944,(Siemens) Enable local bus power supply
9,4945,(Siemens) Calculated bus power
9,4946,(Siemens) Object naming convention
9,4947,(Siemens) System of units
9,4948,(Siemens) Supported system languages
9,4949,(Siemens) Active system language
9,4950,(Siemens) FW-Internal: Alarm
9,4951,(Siemens) Required feature
9,4952,(Siemens) Excluded feature
9,4953,(Siemens) Feature names
9,4954,(Siemens) Feature descriptions
9,4955,(Siemens) Feature type
9,4956,(Siemens) Present feature
9,4957,(Siemens) Damper move counter
9,4958,(Siemens) Motor operating hours
9,4959,(Siemens) Enable angle adaptation
9,4960,(Siemens) Minimum switch on/off time
9,4961,"(Siemens) Units for altitude, over sea level"
9,4962,(Siemens) Altitude
9,4963,(Siemens) Output level 2
9,4964,(Siemens) Output level 1
9,4965,(Siemens) Signal value 2
9,4966,(Siemens) Signal value 1
9,4967,(Siemens) Supported signal types
9,4968,(Siemens) Signal type
9,4969,(Siemens) Boost time
9,4970,(Siemens) Output position
9,4971,(Siemens) Configured event enable
9,4972,(Siemens) Suppress event notification
9,4973,(Siemens) Time of acknowledgement
9,4974,(Siemens) Monitoring time deviation to fault
9,4975,(Siemens) Automatic switch-off time
9,4976,(Siemens) Automatic switch-off function
9,4977,(Siemens) Prewarning time
9,4978,(Siemens) Prewarning function
9,4979,(Siemens) Calibration
9,4980,(Siemens) Command reason
9,4981,(Siemens) Number of channels
9,4982,(Siemens) Maximum pulse rate
9,4983,(Siemens) Minimum pulse rate
9,4984,(Siemens) Pulse period
9,4985,(Siemens) Pulse function
9,4986,(Siemens) Switchover delay
9,4987,(Siemens) Reaction time
9,4988,(Siemens) Control action
9,4989,(Siemens) Hysteresis
9,4990,(Siemens) Function command
9,4991,(Siemens) End position synchronization
9,4992,(Siemens) Startup synchronization
9,4993,(Siemens) Minimum switch-on time
9,4994,(Siemens) Minimum switch-off time
9,4995,(Siemens) Fall time from 100 to 0%
9,4996,(Siemens) Rise time from 0 to 100%
9,4997,(Siemens) Neutral zone
9,4998,(Siemens) Process value 2
9,4999,(Siemens) Process value 1
9,5000,(Siemens) Extension by subsystem
9,5001,(Siemens) Error list
9,5002,(Siemens) DALI device number
9,5003,(Siemens) Emergency lighting level
9,5004,(Siemens) Emergency luminaire type
9,5005,(Siemens) Switch-on delay for mains supply
9,5006,(Siemens) Short test time
9,5007,(Siemens) Total lamp operating hours
9,5008,(Siemens) Emergency lamp operating hours
9,5009,(Siemens) Tested emergency lamp operating hours
9,5010,(Siemens) Expected emergency operating hours
9,5011,(Siemens) Test state
9,5012,(Siemens) Last test mode
9,5013,(Siemens) Last test state
9,5014,(Siemens) Last test result
9,5015,(Siemens) Last test end
9,5016,(Siemens) Last test start
9,5017,(Siemens) Test period
9,5018,(Siemens) Battery state
9,5019,(Siemens) Battery charge
9,5020,(Siemens) Control command result
9,5021,(Siemens) Program configuration extension
9,5022,(Siemens) Synchronization request
9,5023,(Siemens) Configuration data master
9,5024,(Siemens) Fault objects list
9,5025,(Siemens) Alarm objects list
9,5026,(Siemens) Node reference
9,5027,(Siemens) Diagnostics description
9,5028,(Siemens) Diagnostics values
9,5029,(Siemens) Diagnostics
9,5030,(Siemens) Main value index
9,5032,(Siemens) Actuator type
9,5033,"(Siemens) Runtime state data, modification counter"
9,5034,(Siemens) FW-Internal: Last writing error code
9,5035,"(Siemens) Resolution, for display"
9,5036,(Siemens) Present min. value
9,5037,(Siemens) Present max. value
9,5038,(Siemens) Reason for system state
9,5039,(Siemens) Network address
9,5040,(Siemens) Time zone
9,5041,(Siemens) FW-Internal: Always re-command
9,5042,(Siemens) Related object reliability
9,5043,(Siemens) Substitute priority
9,5044,(Siemens) Group operation
9,5045,(Siemens) Related property ID
9,5046,(Siemens) Substitute value
9,5047,(Siemens) Collected data sequence number
9,5048,(Siemens) Data collection interval
9,5049,(Siemens) Command sequence number
9,5050,(Siemens) Transmission repeat
9,5051,(Siemens) Transmission timeout
9,5052,(Siemens) Present command kind
9,5053,(Siemens) Reliability
9,5054,(Siemens) Operation URL
9,5055,(Siemens) Group data tag
9,5056,(Siemens) Related object name
9,5057,(Siemens) Related object reference
9,5058,(Siemens) Group master reference
9,5059,(Siemens) Group members
9,5060,(Siemens) Synchronization interval members
9,5061,(Siemens) Group command
9,5062,(Siemens) Group number
9,5063,(Siemens) Group category
9,5064,(Siemens) Group category number
9,5065,(Siemens) Source property identifier
9,5066,(Siemens) Source object tag
9,5067,(Siemens) Memorize scene
9,5068,(Siemens) Ramp rate
9,5069,(Siemens) Threshold for binary lighting
9,5070,(Siemens) Binary present value
9,5071,(Siemens) Burn-in operating hours
9,5072,(Siemens) Fade time
9,5073,(Siemens) In progress
9,5074,(Siemens) Operating hours state
9,5075,(Siemens) Expected operating hours
9,5076,(Siemens) Minimum actual value
9,5077,(Siemens) Maximum actual value
9,5078,(Siemens) Compression
9,5079,(Siemens) Checksum
9,5080,(Siemens) File features
9,5081,"(Siemens) Configuration data, modification counter"
9,5082,"(Siemens) Engineering data, modification counter"
9,5083,(Siemens) Progress value
9,5084,(Siemens) Control command
9,5085,(Siemens) Default command kind
9,5086,(Siemens) Subordinate attributes
9,5087,(Siemens) Field device type
9,5088,(Siemens) Cancel command
9,5089,(Siemens) Last moving direction
9,5090,(Siemens) Lighting value
9,5091,(Siemens) Lighting state
9,5092,(Siemens) I/O address
9,5093,(Siemens) Present priority
9,5094,(Siemens) Update count
9,5095,(Siemens) Device command
9,5096,(Siemens) Orphan list
9,5097,(Siemens) Field bus info
9,5098,(Siemens) Device command result
9,5099,(Siemens) Field bus command
9,5100,(Siemens) Serial number
9,5101,(Siemens) Device info
9,5102,(Siemens) Building automation profile
9,5103,(Siemens) Commissioning information
9,5104,(Siemens) Commissioning state
9,5105,(Siemens) Correction factor
9,5106,(Siemens) Correction offset
9,5107,(Siemens) Tracking value
9,5108,(Siemens) Proprietary device features
9,5109,(Siemens) Item list
9,5110,(Siemens) Configuration data timestamp
9,5111,(Siemens) Fume hood mode icon type
9,5112,(Siemens) FW-Internal: Override
9,5113,(Siemens) Available Flash-memory
9,5114,(Siemens) Available RAM memory
9,5115,(Siemens) FW-Internal: Group command
9,5116,(Siemens) FW-Internal: Group collected data
9,5117,(Siemens) Event message texts (ISA)
9,5118,(Siemens) Function sets (ISA)
9,5119,(Siemens) Version (ISA)
9,5120,(Siemens) PPCL statements
80,8207,(Sauter) MAC-Address
80,8208,(Sauter) Hardware-Revision
80,8227,(Sauter) IOunit-Idx
80,8228,(Sauter) Plugged-In
80,8230,(Sauter) Serial-Number-Actual
80,8233,(Sauter) OP-Unit-Id-Actual
80,8234,(Sauter) OP-Unit-Id-Expected
80,8235,(Sauter) OP-Unit-Serial-Number-Expected
80,8236,(Sauter) OP-Unit-Serial-Number-Actual
80,8237,(Sauter) Model-Name-Expected
80,8238,(Sauter) Model-Name-Actual
80,8239,(Sauter) Channel-Values
80,8240,(Sauter) Channel-Types
80,8244,(Sauter) Event-Suppress-Reference
80,8245,(Sauter) Event-Suppress-Active
80,8246,(Sauter) Event-Suppress-Cascade-Active
80,8248,(Sauter) Min-Hardware-Value
80,8249,(Sauter) Max-Hardware-Value
80,8250,(Sauter) Offset
80,8251,(Sauter) Slope
80,8252,(Sauter) Log-Object-List
80,8255,(Sauter) Firmware-Index
80,8262,(Sauter) Controller-Deadband
80,8263,(Sauter) Hardware-Input-Module-Id
80,8264,(Sauter) Hardware-Input-Channel-Id
80,8265,(Sauter) Hardware-Output-Module-Id
80,8266,(Sauter) Hardware-Output-Channel-Id
80,8269,(Sauter) CM-Protocol-ID-Actual
80,8270,(Sauter) CM-Protocol-ID-Expected
80,8271,(Sauter) CM-Protocol-Version
80,8276,(Sauter) CM-Status
80,8277,(Sauter) Serial-Number
80,8278,(Sauter) Production-Date
80,8281,(Sauter) PC-Limit-Monitoring-Interval
80,8282,(Sauter) PC-Pulse-Rate
80,8300,(Sauter) Status-Flag-Sum
80,8301,(Sauter) Number-Of-Active-Transition
80,8302,(Sauter) Number-Of-Open-Transition
80,8303,(Sauter) CM-Statistics
80,8309,(Sauter) Priority-Array-Reset
80,8313,(Sauter) MSP-Version
80,8314,(Sauter) COV-Synchronization-Period
80,8322,(Sauter) Download-User
80,8323,(Sauter) Download-Comment
80,8332,(Sauter) Min-Range-Value
80,8333,(Sauter) Max-Range-Value
80,8334,(Sauter) Hardware-Output-Value
80,8338,(Sauter) On-Delay
80,8351,(Sauter) Character-Set
80,8352,(Sauter) DST-Start-Date
80,8353,(Sauter) DST-End-Date
80,8354,(Sauter) DST-Start-Offset
80,8355,(Sauter) DST-End-Offset
80,8357,(Sauter) Software-Product
80,8358,(Sauter) Disable-Event-Message-Text
80,8369,(Sauter) IOUnit-Object-List
80,8370,(Sauter) Date_of_Compilation
